#Departments
07-24-2015,15:15,27487.0,30514.0,0.0,30514.0,0.0,30514.0,0.0,30514.0

#Departments
#Date, Time, T1_used, T1_total,T3_used, T3_total,T3B_used, T3B_total,T4_used, T4_total
#SJ
07-24-2015,15:52,755256.9856,3741708.1776,1133546.5824,3741708.1776,226016.2912,3741708.1776,125120.0,3741708.1776

#pg
07-24-2015,15:52,533071.968,3565148.1888,953881.5696,3565148.1888,50364.872,3565148.1888,151835.0,3565148.1888

#nl
07-24-2015,15:52,15566.0,33094.0,7615.0,33094.0,0.0,33094.0,0.0,33094.0

#uk
07-24-2015,15:52,48806.0,112692.0,43195.0,112692.0,0.0,112692.0,0.0,112692.0

#jp
07-24-2015,15:52,0.0,27560.0,24489.0,27560.0,0.0,27560.0,0.0,27560.0

#hk
07-24-2015,15:52,0.0,26816.0,17181.0,26816.0,0.0,26816.0,0.0,26816.0

#to
07-24-2015,15:52,93866.0,226705.0,99857.0,226705.0,0.0,226705.0,0.0,226705.0

#at
07-24-2015,15:52,0.0,5959.0,3326.0,5959.0,0.0,5959.0,0.0,5959.0




#Sites
#Date, Time, T1_used, T1_total,T3_used, T3_total,T3B_used, T3B_total,T4_used, T4_total

#ICE
07-24-2015,15:52,254080.0,508779.0,154088.0,508779.0,0.0,508779.0,0.0,508779.0

#SWIP
07-24-2015,15:52,170510.0,411780.0,165425.0,411780.0,0.0,411780.0,0.0,411780.0

#IT
07-24-2015,15:52,143059.0,600770.0,243434.0,600770.0,0.0,600770.0,0.0,600770.0

#WWOE
07-24-2015,15:52,27487.0,30514.0,0.0,30514.0,0.0,30514.0,0.0,30514.0

#Departments
#Date, Time, T1_used, T1_total,T3_used, T3_total,T3B_used, T3B_total,T4_used, T4_total
#SJ
07-24-2015,15:52,755256.9856,3741708.1776,1133546.5824,3741708.1776,226016.2912,3741708.1776,125120.0,3741708.1776

#pg
07-24-2015,15:52,533071.968,3565148.1888,953881.5696,3565148.1888,50364.872,3565148.1888,151835.0,3565148.1888

#nl
07-24-2015,15:52,15566.0,33094.0,7615.0,33094.0,0.0,33094.0,0.0,33094.0

#uk
07-24-2015,15:52,48806.0,112692.0,43195.0,112692.0,0.0,112692.0,0.0,112692.0

#jp
07-24-2015,15:52,0.0,27560.0,24489.0,27560.0,0.0,27560.0,0.0,27560.0

#hk
07-24-2015,15:52,0.0,26816.0,17181.0,26816.0,0.0,26816.0,0.0,26816.0

#to
07-24-2015,15:52,93866.0,226705.0,99857.0,226705.0,0.0,226705.0,0.0,226705.0

#at
07-24-2015,15:52,0.0,5959.0,3326.0,5959.0,0.0,5959.0,0.0,5959.0




#Sites
#Date, Time, T1_used, T1_total,T3_used, T3_total,T3B_used, T3B_total,T4_used, T4_total

#ICE
07-24-2015,15:52,254080.0,508779.0,154088.0,508779.0,0.0,508779.0,0.0,508779.0

#SWIP
07-24-2015,15:52,170510.0,411780.0,165425.0,411780.0,0.0,411780.0,0.0,411780.0

#IT
07-24-2015,15:52,143059.0,600770.0,243434.0,600770.0,0.0,600770.0,0.0,600770.0

#WWOE
07-24-2015,15:52,27487.0,30514.0,0.0,30514.0,0.0,30514.0,0.0,30514.0

#Departments
#Date, Time, T1_used, T1_total,T3_used, T3_total,T3B_used, T3B_total,T4_used, T4_total
#SJ
07-24-2015,15:53,755256.9856,3741708.1776,1133546.5824,3741708.1776,226016.2912,3741708.1776,125120.0,3741708.1776

#pg
07-24-2015,15:53,533071.968,3565148.1888,953881.5696,3565148.1888,50364.872,3565148.1888,151835.0,3565148.1888

#nl
07-24-2015,15:53,15566.0,33094.0,7615.0,33094.0,0.0,33094.0,0.0,33094.0

#uk
07-24-2015,15:53,48806.0,112692.0,43195.0,112692.0,0.0,112692.0,0.0,112692.0

#jp
07-24-2015,15:53,0.0,27560.0,24489.0,27560.0,0.0,27560.0,0.0,27560.0

#hk
07-24-2015,15:53,0.0,26816.0,17181.0,26816.0,0.0,26816.0,0.0,26816.0

#to
07-24-2015,15:53,93866.0,226705.0,99857.0,226705.0,0.0,226705.0,0.0,226705.0

#at
07-24-2015,15:53,0.0,5959.0,3326.0,5959.0,0.0,5959.0,0.0,5959.0




#Sites
#Date, Time, T1_used, T1_total,T3_used, T3_total,T3B_used, T3B_total,T4_used, T4_total

#ICE
07-24-2015,15:53,254080.0,508779.0,154088.0,508779.0,0.0,508779.0,0.0,508779.0

#SWIP
07-24-2015,15:53,170510.0,411780.0,165425.0,411780.0,0.0,411780.0,0.0,411780.0

#IT
07-24-2015,15:53,143059.0,600770.0,243434.0,600770.0,0.0,600770.0,0.0,600770.0

#WWOE
07-24-2015,15:53,27487.0,30514.0,0.0,30514.0,0.0,30514.0,0.0,30514.0

#Departments
#Date, Time, T1_used, T1_total,T3_used, T3_total,T3B_used, T3B_total,T4_used, T4_total
#SJ
07-24-2015,15:53,755256.9856,3741708.1776,1133546.5824,3741708.1776,226016.2912,3741708.1776,125120.0,3741708.1776

#pg
07-24-2015,15:53,533071.968,3565148.1888,953881.5696,3565148.1888,50364.872,3565148.1888,151835.0,3565148.1888

#nl
07-24-2015,15:53,15566.0,33094.0,7615.0,33094.0,0.0,33094.0,0.0,33094.0

#uk
07-24-2015,15:53,48806.0,112692.0,43195.0,112692.0,0.0,112692.0,0.0,112692.0

#jp
07-24-2015,15:53,0.0,27560.0,24489.0,27560.0,0.0,27560.0,0.0,27560.0

#hk
07-24-2015,15:53,0.0,26816.0,17181.0,26816.0,0.0,26816.0,0.0,26816.0

#to
07-24-2015,15:53,93866.0,226705.0,99857.0,226705.0,0.0,226705.0,0.0,226705.0

#at
07-24-2015,15:53,0.0,5959.0,3326.0,5959.0,0.0,5959.0,0.0,5959.0




#Sites
#Date, Time, T1_used, T1_total,T3_used, T3_total,T3B_used, T3B_total,T4_used, T4_total

#ICE
07-24-2015,15:53,254080.0,508779.0,154088.0,508779.0,0.0,508779.0,0.0,508779.0

#SWIP
07-24-2015,15:53,170510.0,411780.0,165425.0,411780.0,0.0,411780.0,0.0,411780.0

#IT
07-24-2015,15:53,143059.0,600770.0,243434.0,600770.0,0.0,600770.0,0.0,600770.0

#WWOE
07-24-2015,15:53,27487.0,30514.0,0.0,30514.0,0.0,30514.0,0.0,30514.0

#Departments
#Date, Time, T1_used, T1_total,T3_used, T3_total,T3B_used, T3B_total,T4_used, T4_total
#SJ
07-24-2015,15:53,755256.9856,3741708.1776,1133546.5824,3741708.1776,226016.2912,3741708.1776,125120.0,3741708.1776

#pg
07-24-2015,15:53,533071.968,3565148.1888,953881.5696,3565148.1888,50364.872,3565148.1888,151835.0,3565148.1888

#nl
07-24-2015,15:53,15566.0,33094.0,7615.0,33094.0,0.0,33094.0,0.0,33094.0

#uk
07-24-2015,15:53,48806.0,112692.0,43195.0,112692.0,0.0,112692.0,0.0,112692.0

#jp
07-24-2015,15:53,0.0,27560.0,24489.0,27560.0,0.0,27560.0,0.0,27560.0

#hk
07-24-2015,15:53,0.0,26816.0,17181.0,26816.0,0.0,26816.0,0.0,26816.0

#to
07-24-2015,15:53,93866.0,226705.0,99857.0,226705.0,0.0,226705.0,0.0,226705.0

#at
07-24-2015,15:53,0.0,5959.0,3326.0,5959.0,0.0,5959.0,0.0,5959.0




#Sites
#Date, Time, T1_used, T1_total,T3_used, T3_total,T3B_used, T3B_total,T4_used, T4_total

#ICE
07-24-2015,15:53,254080.0,508779.0,154088.0,508779.0,0.0,508779.0,0.0,508779.0

#SWIP
07-24-2015,15:53,170510.0,411780.0,165425.0,411780.0,0.0,411780.0,0.0,411780.0

#IT
07-24-2015,15:53,143059.0,600770.0,243434.0,600770.0,0.0,600770.0,0.0,600770.0

#WWOE
07-24-2015,15:53,27487.0,30514.0,0.0,30514.0,0.0,30514.0,0.0,30514.0

#Departments
#Date, Time, T1_used, T1_total,T3_used, T3_total,T3B_used, T3B_total,T4_used, T4_total
#SJ
07-24-2015,15:59,755256.9856,3741708.1776,1133546.5824,3741708.1776,226016.2912,3741708.1776,125120.0,3741708.1776

#pg
07-24-2015,15:59,533071.968,3565148.1888,953881.5696,3565148.1888,50364.872,3565148.1888,151835.0,3565148.1888

#nl
07-24-2015,15:59,15566.0,33094.0,7615.0,33094.0,0.0,33094.0,0.0,33094.0

#uk
07-24-2015,15:59,48806.0,112692.0,43195.0,112692.0,0.0,112692.0,0.0,112692.0

#jp
07-24-2015,15:59,0.0,27560.0,24489.0,27560.0,0.0,27560.0,0.0,27560.0

#hk
07-24-2015,15:59,0.0,26816.0,17181.0,26816.0,0.0,26816.0,0.0,26816.0

#to
07-24-2015,15:59,93866.0,226705.0,99857.0,226705.0,0.0,226705.0,0.0,226705.0

#at
07-24-2015,15:59,0.0,5959.0,3326.0,5959.0,0.0,5959.0,0.0,5959.0




#Sites
#Date, Time, T1_used, T1_total,T3_used, T3_total,T3B_used, T3B_total,T4_used, T4_total

#ICE
07-24-2015,15:59,254080.0,508779.0,154088.0,508779.0,0.0,508779.0,0.0,508779.0

#SWIP
07-24-2015,15:59,170510.0,411780.0,165425.0,411780.0,0.0,411780.0,0.0,411780.0

#IT
07-24-2015,15:59,143059.0,600770.0,243434.0,600770.0,0.0,600770.0,0.0,600770.0

#WWOE
07-24-2015,15:59,27487.0,30514.0,0.0,30514.0,0.0,30514.0,0.0,30514.0

#Departments
#Date, Time, T1_used, T1_total,T3_used, T3_total,T3B_used, T3B_total,T4_used, T4_total
#SJ
07-24-2015,16:00,755256.9856,3741708.1776,1133546.5824,3741708.1776,226016.2912,3741708.1776,125120.0,3741708.1776

#pg
07-24-2015,16:00,533071.968,3565148.1888,953881.5696,3565148.1888,50364.872,3565148.1888,151835.0,3565148.1888

#nl
07-24-2015,16:00,15566.0,33094.0,7615.0,33094.0,0.0,33094.0,0.0,33094.0

#uk
07-24-2015,16:00,48806.0,112692.0,43195.0,112692.0,0.0,112692.0,0.0,112692.0

#jp
07-24-2015,16:00,0.0,27560.0,24489.0,27560.0,0.0,27560.0,0.0,27560.0

#hk
07-24-2015,16:00,0.0,26816.0,17181.0,26816.0,0.0,26816.0,0.0,26816.0

#to
07-24-2015,16:00,93866.0,226705.0,99857.0,226705.0,0.0,226705.0,0.0,226705.0

#at
07-24-2015,16:00,0.0,5959.0,3326.0,5959.0,0.0,5959.0,0.0,5959.0




#Sites
#Date, Time, T1_used, T1_total,T3_used, T3_total,T3B_used, T3B_total,T4_used, T4_total

#ICE
07-24-2015,16:00,254080.0,508779.0,154088.0,508779.0,0.0,508779.0,0.0,508779.0

#SWIP
07-24-2015,16:00,170510.0,411780.0,165425.0,411780.0,0.0,411780.0,0.0,411780.0

#IT
07-24-2015,16:00,143059.0,600770.0,243434.0,600770.0,0.0,600770.0,0.0,600770.0

#WWOE
07-24-2015,16:00,27487.0,30514.0,0.0,30514.0,0.0,30514.0,0.0,30514.0

#Departments
#Date, Time, T1_used, T1_total,T3_used, T3_total,T3B_used, T3B_total,T4_used, T4_total
#SJ
07-24-2015,16:01,755256.9856,3741708.1776,1133546.5824,3741708.1776,226016.2912,3741708.1776,125120.0,3741708.1776

#pg
07-24-2015,16:01,533071.968,3565148.1888,953881.5696,3565148.1888,50364.872,3565148.1888,151835.0,3565148.1888

#nl
07-24-2015,16:01,15566.0,33094.0,7615.0,33094.0,0.0,33094.0,0.0,33094.0

#uk
07-24-2015,16:01,48806.0,112692.0,43195.0,112692.0,0.0,112692.0,0.0,112692.0

#jp
07-24-2015,16:01,0.0,27560.0,24489.0,27560.0,0.0,27560.0,0.0,27560.0

#hk
07-24-2015,16:01,0.0,26816.0,17181.0,26816.0,0.0,26816.0,0.0,26816.0

#to
07-24-2015,16:01,93866.0,226705.0,99857.0,226705.0,0.0,226705.0,0.0,226705.0

#at
07-24-2015,16:01,0.0,5959.0,3326.0,5959.0,0.0,5959.0,0.0,5959.0




#Sites
#Date, Time, T1_used, T1_total,T3_used, T3_total,T3B_used, T3B_total,T4_used, T4_total

#ICE
07-24-2015,16:01,254080.0,508779.0,154088.0,508779.0,0.0,508779.0,0.0,508779.0

#SWIP
07-24-2015,16:01,170510.0,411780.0,165425.0,411780.0,0.0,411780.0,0.0,411780.0

#IT
07-24-2015,16:01,143059.0,600770.0,243434.0,600770.0,0.0,600770.0,0.0,600770.0

#WWOE
07-24-2015,16:01,27487.0,30514.0,0.0,30514.0,0.0,30514.0,0.0,30514.0

#Departments
#Date, Time, T1_used, T1_total,T3_used, T3_total,T3B_used, T3B_total,T4_used, T4_total
#SJ
07-24-2015,16:10,755256.9856,3741708.1776,1133546.5824,3741708.1776,226016.2912,3741708.1776,125120.0,3741708.1776

#pg
07-24-2015,16:10,533071.968,3565148.1888,953881.5696,3565148.1888,50364.872,3565148.1888,151835.0,3565148.1888

#nl
07-24-2015,16:10,15566.0,33094.0,7615.0,33094.0,0.0,33094.0,0.0,33094.0

#uk
07-24-2015,16:10,48806.0,112692.0,43195.0,112692.0,0.0,112692.0,0.0,112692.0

#jp
07-24-2015,16:10,0.0,27560.0,24489.0,27560.0,0.0,27560.0,0.0,27560.0

#hk
07-24-2015,16:10,0.0,26816.0,17181.0,26816.0,0.0,26816.0,0.0,26816.0

#to
07-24-2015,16:10,93866.0,226705.0,99857.0,226705.0,0.0,226705.0,0.0,226705.0

#at
07-24-2015,16:10,0.0,5959.0,3326.0,5959.0,0.0,5959.0,0.0,5959.0




#Sites
#Date, Time, T1_used, T1_total,T3_used, T3_total,T3B_used, T3B_total,T4_used, T4_total

#ICE
07-24-2015,16:10,254080.0,508779.0,154088.0,508779.0,0.0,508779.0,0.0,508779.0

#SWIP
07-24-2015,16:10,170510.0,411780.0,165425.0,411780.0,0.0,411780.0,0.0,411780.0

#IT
07-24-2015,16:10,143059.0,600770.0,243434.0,600770.0,0.0,600770.0,0.0,600770.0

#WWOE
07-24-2015,16:10,27487.0,30514.0,0.0,30514.0,0.0,30514.0,0.0,30514.0

#Departments
#Date, Time, T1_used, T1_total,T3_used, T3_total,T3B_used, T3B_total,T4_used, T4_total
#SJ
07-24-2015,16:12,755256.9856,3741708.1776,1133546.5824,3741708.1776,226016.2912,3741708.1776,125120.0,3741708.1776

#pg
07-24-2015,16:12,533071.968,3565148.1888,953881.5696,3565148.1888,50364.872,3565148.1888,151835.0,3565148.1888

#nl
07-24-2015,16:12,15566.0,33094.0,7615.0,33094.0,0.0,33094.0,0.0,33094.0

#uk
07-24-2015,16:12,48806.0,112692.0,43195.0,112692.0,0.0,112692.0,0.0,112692.0

#jp
07-24-2015,16:12,0.0,27560.0,24489.0,27560.0,0.0,27560.0,0.0,27560.0

#hk
07-24-2015,16:12,0.0,26816.0,17181.0,26816.0,0.0,26816.0,0.0,26816.0

#to
07-24-2015,16:12,93866.0,226705.0,99857.0,226705.0,0.0,226705.0,0.0,226705.0

#at
07-24-2015,16:12,0.0,5959.0,3326.0,5959.0,0.0,5959.0,0.0,5959.0




#Sites
#Date, Time, T1_used, T1_total,T3_used, T3_total,T3B_used, T3B_total,T4_used, T4_total

#ICE
07-24-2015,16:12,254080.0,508779.0,154088.0,508779.0,0.0,508779.0,0.0,508779.0

#SWIP
07-24-2015,16:12,170510.0,411780.0,165425.0,411780.0,0.0,411780.0,0.0,411780.0

#IT
07-24-2015,16:12,143059.0,600770.0,243434.0,600770.0,0.0,600770.0,0.0,600770.0

#WWOE
07-24-2015,16:12,27487.0,30514.0,0.0,30514.0,0.0,30514.0,0.0,30514.0

#Departments
#Date, Time, T1_used, T1_total,T3_used, T3_total,T3B_used, T3B_total,T4_used, T4_total
#SJ
07-24-2015,16:12,755256.9856,3741708.1776,1133546.5824,3741708.1776,226016.2912,3741708.1776,125120.0,3741708.1776

#pg
07-24-2015,16:12,533071.968,3565148.1888,953881.5696,3565148.1888,50364.872,3565148.1888,151835.0,3565148.1888

#nl
07-24-2015,16:12,15566.0,33094.0,7615.0,33094.0,0.0,33094.0,0.0,33094.0

#uk
07-24-2015,16:12,48806.0,112692.0,43195.0,112692.0,0.0,112692.0,0.0,112692.0

#jp
07-24-2015,16:12,0.0,27560.0,24489.0,27560.0,0.0,27560.0,0.0,27560.0

#hk
07-24-2015,16:12,0.0,26816.0,17181.0,26816.0,0.0,26816.0,0.0,26816.0

#to
07-24-2015,16:12,93866.0,226705.0,99857.0,226705.0,0.0,226705.0,0.0,226705.0

#at
07-24-2015,16:12,0.0,5959.0,3326.0,5959.0,0.0,5959.0,0.0,5959.0




#Sites
#Date, Time, T1_used, T1_total,T3_used, T3_total,T3B_used, T3B_total,T4_used, T4_total

#ICE
07-24-2015,16:12,254080.0,508779.0,154088.0,508779.0,0.0,508779.0,0.0,508779.0

#SWIP
07-24-2015,16:12,170510.0,411780.0,165425.0,411780.0,0.0,411780.0,0.0,411780.0

#IT
07-24-2015,16:12,143059.0,600770.0,243434.0,600770.0,0.0,600770.0,0.0,600770.0

#WWOE
07-24-2015,16:12,27487.0,30514.0,0.0,30514.0,0.0,30514.0,0.0,30514.0

#Departments
#Date, Time, T1_used, T1_total,T3_used, T3_total,T3B_used, T3B_total,T4_used, T4_total
#SJ
07-24-2015,16:18,755256.9856,3741708.1776,1133546.5824,3741708.1776,226016.2912,3741708.1776,125120.0,3741708.1776

#pg
07-24-2015,16:18,533071.968,3565148.1888,953881.5696,3565148.1888,50364.872,3565148.1888,151835.0,3565148.1888

#nl
07-24-2015,16:18,15566.0,33094.0,7615.0,33094.0,0.0,33094.0,0.0,33094.0

#uk
07-24-2015,16:18,48806.0,112692.0,43195.0,112692.0,0.0,112692.0,0.0,112692.0

#jp
07-24-2015,16:18,0.0,27560.0,24489.0,27560.0,0.0,27560.0,0.0,27560.0

#hk
07-24-2015,16:18,0.0,26816.0,17181.0,26816.0,0.0,26816.0,0.0,26816.0

#to
07-24-2015,16:18,93866.0,226705.0,99857.0,226705.0,0.0,226705.0,0.0,226705.0

#at
07-24-2015,16:18,0.0,5959.0,3326.0,5959.0,0.0,5959.0,0.0,5959.0




#Sites
#Date, Time, T1_used, T1_total,T3_used, T3_total,T3B_used, T3B_total,T4_used, T4_total

#ICE
07-24-2015,16:18,254080.0,508779.0,154088.0,508779.0,0.0,508779.0,0.0,508779.0

#SWIP
07-24-2015,16:18,170510.0,411780.0,165425.0,411780.0,0.0,411780.0,0.0,411780.0

#IT
07-24-2015,16:18,143059.0,600770.0,243434.0,600770.0,0.0,600770.0,0.0,600770.0

#WWOE
07-24-2015,16:18,27487.0,30514.0,0.0,30514.0,0.0,30514.0,0.0,30514.0

#Departments
#Date, Time, T1_used, T1_total,T3_used, T3_total,T3B_used, T3B_total,T4_used, T4_total
#SJ
07-24-2015,16:18,755256.9856,3741708.1776,1133546.5824,3741708.1776,226016.2912,3741708.1776,125120.0,3741708.1776

#pg
07-24-2015,16:18,533071.968,3565148.1888,953881.5696,3565148.1888,50364.872,3565148.1888,151835.0,3565148.1888

#nl
07-24-2015,16:18,15566.0,33094.0,7615.0,33094.0,0.0,33094.0,0.0,33094.0

#uk
07-24-2015,16:18,48806.0,112692.0,43195.0,112692.0,0.0,112692.0,0.0,112692.0

#jp
07-24-2015,16:18,0.0,27560.0,24489.0,27560.0,0.0,27560.0,0.0,27560.0

#hk
07-24-2015,16:18,0.0,26816.0,17181.0,26816.0,0.0,26816.0,0.0,26816.0

#to
07-24-2015,16:18,93866.0,226705.0,99857.0,226705.0,0.0,226705.0,0.0,226705.0

#at
07-24-2015,16:18,0.0,5959.0,3326.0,5959.0,0.0,5959.0,0.0,5959.0




#Sites
#Date, Time, T1_used, T1_total,T3_used, T3_total,T3B_used, T3B_total,T4_used, T4_total

#ICE
07-24-2015,16:18,254080.0,508779.0,154088.0,508779.0,0.0,508779.0,0.0,508779.0

#SWIP
07-24-2015,16:18,170510.0,411780.0,165425.0,411780.0,0.0,411780.0,0.0,411780.0

#IT
07-24-2015,16:18,143059.0,600770.0,243434.0,600770.0,0.0,600770.0,0.0,600770.0

#WWOE
07-24-2015,16:18,27487.0,30514.0,0.0,30514.0,0.0,30514.0,0.0,30514.0

#Departments
#Date, Time, T1_used, T1_total,T3_used, T3_total,T3B_used, T3B_total,T4_used, T4_total
#SJ
07-24-2015,16:21,755256.9856,3741708.1776,1133546.5824,3741708.1776,226016.2912,3741708.1776,125120.0,3741708.1776

#pg
07-24-2015,16:21,533071.968,3565148.1888,953881.5696,3565148.1888,50364.872,3565148.1888,151835.0,3565148.1888

#nl
07-24-2015,16:21,15566.0,33094.0,7615.0,33094.0,0.0,33094.0,0.0,33094.0

#uk
07-24-2015,16:21,48806.0,112692.0,43195.0,112692.0,0.0,112692.0,0.0,112692.0

#jp
07-24-2015,16:21,0.0,27560.0,24489.0,27560.0,0.0,27560.0,0.0,27560.0

#hk
07-24-2015,16:21,0.0,26816.0,17181.0,26816.0,0.0,26816.0,0.0,26816.0

#to
07-24-2015,16:21,93866.0,226705.0,99857.0,226705.0,0.0,226705.0,0.0,226705.0

#at
07-24-2015,16:21,0.0,5959.0,3326.0,5959.0,0.0,5959.0,0.0,5959.0




#Sites
#Date, Time, T1_used, T1_total,T3_used, T3_total,T3B_used, T3B_total,T4_used, T4_total

#ICE
07-24-2015,16:21,254080.0,508779.0,154088.0,508779.0,0.0,508779.0,0.0,508779.0

#SWIP
07-24-2015,16:21,170510.0,411780.0,165425.0,411780.0,0.0,411780.0,0.0,411780.0

#IT
07-24-2015,16:21,143059.0,600770.0,243434.0,600770.0,0.0,600770.0,0.0,600770.0

#WWOE
07-24-2015,16:21,27487.0,30514.0,0.0,30514.0,0.0,30514.0,0.0,30514.0

#Departments
#Date, Time, T1_used, T1_total,T3_used, T3_total,T3B_used, T3B_total,T4_used, T4_total
#SJ
07-24-2015,16:22,755256.9856,3741708.1776,1133546.5824,3741708.1776,226016.2912,3741708.1776,125120.0,3741708.1776

#pg
07-24-2015,16:22,533071.968,3565148.1888,953881.5696,3565148.1888,50364.872,3565148.1888,151835.0,3565148.1888

#nl
07-24-2015,16:22,15566.0,33094.0,7615.0,33094.0,0.0,33094.0,0.0,33094.0

#uk
07-24-2015,16:22,48806.0,112692.0,43195.0,112692.0,0.0,112692.0,0.0,112692.0

#jp
07-24-2015,16:22,0.0,27560.0,24489.0,27560.0,0.0,27560.0,0.0,27560.0

#hk
07-24-2015,16:22,0.0,26816.0,17181.0,26816.0,0.0,26816.0,0.0,26816.0

#to
07-24-2015,16:22,93866.0,226705.0,99857.0,226705.0,0.0,226705.0,0.0,226705.0

#at
07-24-2015,16:22,0.0,5959.0,3326.0,5959.0,0.0,5959.0,0.0,5959.0




#Sites
#Date, Time, T1_used, T1_total,T3_used, T3_total,T3B_used, T3B_total,T4_used, T4_total

#ICE
07-24-2015,16:22,254080.0,508779.0,154088.0,508779.0,0.0,508779.0,0.0,508779.0

#SWIP
07-24-2015,16:22,170510.0,411780.0,165425.0,411780.0,0.0,411780.0,0.0,411780.0

#IT
07-24-2015,16:22,143059.0,600770.0,243434.0,600770.0,0.0,600770.0,0.0,600770.0

#WWOE
07-24-2015,16:22,27487.0,30514.0,0.0,30514.0,0.0,30514.0,0.0,30514.0

#Departments
#Date, Time, T1_used, T1_total,T3_used, T3_total,T3B_used, T3B_total,T4_used, T4_total
#SJ
07-24-2015,16:23,755256.9856,3741708.1776,1133546.5824,3741708.1776,226016.2912,3741708.1776,125120.0,3741708.1776

#pg
07-24-2015,16:23,533071.968,3565148.1888,953881.5696,3565148.1888,50364.872,3565148.1888,151835.0,3565148.1888

#nl
07-24-2015,16:23,15566.0,33094.0,7615.0,33094.0,0.0,33094.0,0.0,33094.0

#uk
07-24-2015,16:23,48806.0,112692.0,43195.0,112692.0,0.0,112692.0,0.0,112692.0

#jp
07-24-2015,16:23,0.0,27560.0,24489.0,27560.0,0.0,27560.0,0.0,27560.0

#hk
07-24-2015,16:23,0.0,26816.0,17181.0,26816.0,0.0,26816.0,0.0,26816.0

#to
07-24-2015,16:23,93866.0,226705.0,99857.0,226705.0,0.0,226705.0,0.0,226705.0

#at
07-24-2015,16:23,0.0,5959.0,3326.0,5959.0,0.0,5959.0,0.0,5959.0




#Sites
#Date, Time, T1_used, T1_total,T3_used, T3_total,T3B_used, T3B_total,T4_used, T4_total

#ICE
07-24-2015,16:23,254080.0,508779.0,154088.0,508779.0,0.0,508779.0,0.0,508779.0

#SWIP
07-24-2015,16:23,170510.0,411780.0,165425.0,411780.0,0.0,411780.0,0.0,411780.0

#IT
07-24-2015,16:23,143059.0,600770.0,243434.0,600770.0,0.0,600770.0,0.0,600770.0

#WWOE
07-24-2015,16:23,27487.0,30514.0,0.0,30514.0,0.0,30514.0,0.0,30514.0

#Departments
#Date, Time, T1_used, T1_total,T3_used, T3_total,T3B_used, T3B_total,T4_used, T4_total
#SJ
07-24-2015,16:23,755256.9856,3741708.1776,1133546.5824,3741708.1776,226016.2912,3741708.1776,125120.0,3741708.1776

#pg
07-24-2015,16:23,533071.968,3565148.1888,953881.5696,3565148.1888,50364.872,3565148.1888,151835.0,3565148.1888

#nl
07-24-2015,16:23,15566.0,33094.0,7615.0,33094.0,0.0,33094.0,0.0,33094.0

#uk
07-24-2015,16:23,48806.0,112692.0,43195.0,112692.0,0.0,112692.0,0.0,112692.0

#jp
07-24-2015,16:23,0.0,27560.0,24489.0,27560.0,0.0,27560.0,0.0,27560.0

#hk
07-24-2015,16:23,0.0,26816.0,17181.0,26816.0,0.0,26816.0,0.0,26816.0

#to
07-24-2015,16:23,93866.0,226705.0,99857.0,226705.0,0.0,226705.0,0.0,226705.0

#at
07-24-2015,16:23,0.0,5959.0,3326.0,5959.0,0.0,5959.0,0.0,5959.0




#Sites
#Date, Time, T1_used, T1_total,T3_used, T3_total,T3B_used, T3B_total,T4_used, T4_total

#ICE
07-24-2015,16:23,254080.0,508779.0,154088.0,508779.0,0.0,508779.0,0.0,508779.0

#SWIP
07-24-2015,16:23,170510.0,411780.0,165425.0,411780.0,0.0,411780.0,0.0,411780.0

#IT
07-24-2015,16:23,143059.0,600770.0,243434.0,600770.0,0.0,600770.0,0.0,600770.0

#WWOE
07-24-2015,16:23,27487.0,30514.0,0.0,30514.0,0.0,30514.0,0.0,30514.0

#Departments
#Date, Time, T1_used, T1_total,T3_used, T3_total,T3B_used, T3B_total,T4_used, T4_total
#SJ
07-24-2015,16:24,755256.9856,3741708.1776,1133546.5824,3741708.1776,226016.2912,3741708.1776,125120.0,3741708.1776

#pg
07-24-2015,16:24,533071.968,3565148.1888,953881.5696,3565148.1888,50364.872,3565148.1888,151835.0,3565148.1888

#nl
07-24-2015,16:24,15566.0,33094.0,7615.0,33094.0,0.0,33094.0,0.0,33094.0

#uk
07-24-2015,16:24,48806.0,112692.0,43195.0,112692.0,0.0,112692.0,0.0,112692.0

#jp
07-24-2015,16:24,0.0,27560.0,24489.0,27560.0,0.0,27560.0,0.0,27560.0

#hk
07-24-2015,16:24,0.0,26816.0,17181.0,26816.0,0.0,26816.0,0.0,26816.0

#to
07-24-2015,16:24,93866.0,226705.0,99857.0,226705.0,0.0,226705.0,0.0,226705.0

#at
07-24-2015,16:24,0.0,5959.0,3326.0,5959.0,0.0,5959.0,0.0,5959.0




#Sites
#Date, Time, T1_used, T1_total,T3_used, T3_total,T3B_used, T3B_total,T4_used, T4_total

#ICE
